A51,B3 ,544
A51,B31,334
A51,B7 ,323
A51,B71,607
A51,C11,479
A51,C12,100
A51,C21,11
A51,C22,3
A51,C31,224
A51,C32,155
A51,C41,23
A51,C42,7
A51,C51,592
A51,C52,20
A51,C61,35
A51,C62,16
A51,C8 ,36
A51,D  ,17
A51,D11,19
A51,D12,4
A51,D21,1
A51,D31,10
A51,D32,15
A51,D41,6
A51,D51,9
A51,D52,2
A51,D61,2
A51,D62,2
A51,D8 ,19
A51,E11,12
A51,E12,5
A51,E21,1
A51,E31,35
A51,E32,6
A51,E51,32
A51,E52,13
A51,E61,5
A51,E62,1
A51,F11,11
A51,F12,4
A51,F31,3
A51,F32,7
A51,F41,4
A51,F42,2
A51,F51,395
A51,F52,6
A51,G31,53
A51,G51,16
A51,H11,7
A51,H12,1
A51,H31,5
A51,H32,4
A51,H41,1
A51,H42,7
A51,H51,253
A51,H52,6
A51,H61,7
A51,H62,2
A51,I11,70
A51,I12,11
A51,I31,42
A51,I32,10
A51,I41,105
A51,I42,30
A51,I51,57
A51,I52,5
A51,I61,16
A51,I62,1
A51,I8 ,3
A51,J  ,1
A51,J11,183
A51,J12,37
A51,J31,122
A51,J32,21
A51,J41,28
A51,J42,4
A51,J51,25
A51,J61,22
A51,J62,2
A51,K11,22
A51,K12,4
A51,K31,22
A51,K32,5
A51,K51,2
A51,K61,6
A51,K62,1
A51,K8 ,1
A51,L11,60
A51,L12,20
A51,L31,29
A51,L32,12
A51,L41,10
A51,L42,6
A51,L51,25
A51,L52,4
A51,L61,14
A51,L62,2
A51,L8 ,29
A51,M  ,679
A51,N  ,122
A51,O  ,37
A51,Oe ,14
A51,P  ,297
A51,Q  ,3
A51,R  ,400
A51,S  ,1018
A51,Se ,444
A51,T  ,404
A51,U  ,3
A51,V11,239
A51,V12,50
A51,V21,3
A51,V31,119
A51,V32,67
A51,V41,26
A51,V42,7
A51,V51,94
A51,V52,10
A51,V61,32
A51,V62,28
A51,X  ,10
A51,snt,923
A52,#  ,33
A52,A11,437
A52,A12,168
A52,A21,27
A52,A22,5
A52,A31,354
A52,A32,303
A52,A41,203
A52,A42,134
A52,A51,95
A52,A52,243
A52,A61,109
A52,A62,10
A52,A71,1
A52,A8 ,2
A52,B1 ,657
A52,B11,500
A52,B2 ,2
A52,B21,51
A52,B3 ,269
A52,B31,192
A52,B7 ,96
A52,B71,383
A52,C11,297
A52,C12,80
A52,C21,15
A52,C22,2
A52,C31,120
A52,C32,124
A52,C41,20
A52,C42,13
A52,C51,16
A52,C52,317
A52,C61,49
A52,C62,4
A52,C8 ,6
A52,D  ,5
A52,D11,12
A52,D12,5
A52,D31,5
A52,D32,17
A52,D51,1
A52,D52,12
A52,D8 ,14
A52,E11,10
A52,E12,3
A52,E31,16
A52,E32,1
A52,E51,6
A52,E52,1
A52,E61,3
A52,F11,3
A52,F31,1
A52,F32,2
A52,F42,2
A52,F51,1
A52,F52,245
A52,F62,1
A52,G31,22
A52,G51,3
A52,G61,3
A52,H11,2
A52,H31,1
A52,H32,3
A52,H42,3
A52,H51,1
A52,H52,122
A52,I11,86
A52,I12,15
A52,I31,43
A52,I32,23
A52,I41,54
A52,I42,22
A52,I51,6
A52,I52,43
A52,I61,11
A52,I8 ,4
A52,J11,39
A52,J12,65
A52,J31,19
A52,J32,46
A52,J41,2
A52,J42,16
A52,J51,2
A52,J52,15
A52,J61,6
A52,J62,9
A52,K11,11
A52,K12,6
A52,K31,10
A52,K32,3
A52,K61,3
A52,K8 ,2
A52,L  ,1
A52,L11,33
A52,L12,12
A52,L31,15
A52,L32,13
A52,L41,2
A52,L42,5
A52,L51,1
A52,L52,46
A52,L61,4
A52,L8 ,20
A52,M  ,415
A52,N  ,82
A52,O  ,26
A52,Oe ,4
A52,P  ,155
A52,R  ,269
A52,S  ,632
A52,Se ,320
A52,T  ,208
A52,U  ,9
A52,V11,132
A52,V12,61
A52,V21,4
A52,V22,1
A52,V31,62
A52,V32,62
A52,V41,25
A52,V42,8
A52,V51,1
A52,V52,76
A52,V61,28
A52,V62,9
A52,X  ,2
A52,snt,446
A61,#  ,419
A61,A11,3554
A61,A12,1117
A61,A21,124
A61,A22,101
A61,A31,3286
A61,A32,1981
A61,A41,4169
A61,A42,1946
A61,A51,246
A61,A52,153
A61,A61,3696
A61,A62,826
A61,A71,29
A61,A8 ,97
A61,B1 ,6676
A61,B11,5260
A61,B2 ,164
A61,B21,300
A61,B3 ,2694
A61,B31,1622
A61,B7 ,1135
A61,B71,3206
A61,B8 ,11
A61,B9 ,1
A61,C11,2076
A61,C12,640
A61,C21,40
A61,C22,3
A61,C31,963
A61,C32,804
A61,C41,321
A61,C42,143
A61,C51,50
A61,C52,47
A61,C61,3650
A61,C62,273
A61,C71,1
A61,C8 ,26
A61,D  ,133
A61,D11,82
A61,D12,46
A61,D31,52
A61,D32,68
A61,D41,18
A61,D42,27
A61,D51,3
A61,D52,2
A61,D61,188
A61,D62,28
A61,D8 ,69
A61,E11,60
A61,E12,16
A61,E21,5
A61,E31,165
A61,E32,38
A61,E41,17
A61,E42,15
A61,E51,139
A61,E52,58
A61,E61,61
A61,E62,6
A61,F11,58
A61,F12,20
A61,F21,1
A61,F31,17
A61,F32,31
A61,F41,36
A61,F42,27
A61,F51,5
A61,F52,9
A61,F61,826
A61,F62,10
A61,G31,252
A61,G41,38
A61,G51,57
A61,G61,23
A61,H11,2
A61,H12,2
A61,H31,25
