!   nombres.la,,,,,
!,,,,,
!This file is part of COLLATINVS.,,,,,
!COLLATINVS is free software; you can redistribute it and/or modify,,,,,
!it under the terms of the GNV General Public License as published by,,,,,
!the Free Software Foundation; either version 2 of the License, or,,,,
!(at your option) any later version.,,,,,
!,,,,,
!COLLATINVS is distributed in the hope that it will be useful,,,,,
!but WITHOVT ANY WARRANTY; without even the implied warranty of,,,,,
!MERCHANTABILITY or FITNESS FOR A PARTICVLAR PVRPOSE.  See the,,,,,
!GNV General Public License for more details.,,,,,
!,,,,,
!You should have received a copy of the GNV General Public License,,,,,
deuoueo,DEVOVEO  ,42,,,
deuro,DEVRO  ,5,,,
!deus,-DIVVS 2-,2,,,
!deus,DEVS N,1,,,
deus,DEVS  ,2678,,,
!deus,DIVVS 1,99,,,
!deus,DIVVS 1-,3,,,
!dexter,-DEXTER N,4,,,
dexter,DEXTER  ,155,,,
!dextera,-DEXTER  ,10,,,
!dextera,-DEXTER  -,4,,,
dextera,DEXTERA  ,101,,,
dextere,DEXTERE  ,2,,,
dextra,DEXTERA  ,282,,,
dextrorsum,DEXTRORSVM  ,1,,,
dextrorsus,DEXTRORSVS  ,1,,,
dextrouorsum,DEXTRORSVM  ,1,,,
diabathrarius,DIABATHRARIVS  ,1,,,
diabolus,DIABOLVS N,3,,,
diadema,DIADEMA  ,23,,,
diaeta,DIAETA  ,12,,,
dialecticus,DIALECTICVS 1,6,,,
dialecticus2,DIALECTICVS 2,3,,,
dialogus,DIALOGVS  ,2,,,
!dica,-DICO 2,1,,,
dica,DICA  ,11,,,
dicacitas,DICACITAS  ,2,,,
dicaculus,DICACVLVS  ,2,,,
dicatio,DICATIO  ,1,,,
dicax,DICAX  ,13,,,
dicio,DICIO  ,51,,,
dico,DICO 1,41,,,
dico2,DICO 2,7209,,,
dicrota,DICROTA  ,1,,,
dictator,DICTATOR  ,53,,,
dictatorius,DICTATORIVS  ,2,,,
dictatura,DICTATVRA  ,15,,,
dictio,DICTIO  ,9,,,
dictito,DICTITO  ,71,,,
dicto,DICTO  ,44,,,
dictum,DICTVM  ,351,,,
dido,DIDO  ,21,,,
diduco,DIDVCO  ,82,,,
diequinti,DIEQVINTI  ,1,,,
dierectus,DIERECTVS  ,3,,,
!dies,DIES N,1,,,
dies,DIES  ,2927,,,
!dies,DIES  -,8,,,
diffamo,DIFFAMO  ,3,,,
differentia,DIFFERENTIA  ,11,,,
differitas,DIFFERITAS  ,1,,,
differo,DIFFERO  ,251,,,
!differtus,-DIFFERCIO  ,1,,,
differtus,DIFFERTVS  ,4,,,
difficile,DIFFICILE  ,2,,,
difficile,DIFFICVLTER  ,10,,,
difficilis,DIFFICILIS  ,313,,,
difficultas,DIFFICVLTAS  ,119,,,
difficulter,DIFFICVLTER  ,14,,,
diffidenter,DIFFIDENTER  ,1,,,
diffidentia,DIFFIDENTIA  ,7,,,
diffido,DIFFIDO  ,61,,,
diffindo,DIFFINDO  ,8,,,
diffingo,DIFFINGO  ,2,,,
diffiteor,DIFFITEOR  ,1,,,
diffluo,DIFFLVO  ,13,,,
diffringo,DIFFRINGO  ,1,,,
diffugio,DIFFVGIO  ,42,,,
diffugium,DIFFVGIVM  ,1,,,
diffundo,DIFFVNDO 2,64,,,
diffusilis,DIFFVSILIS  ,1,,,
diffusio,DIFFVSIO  ,1,,,
diffusus,DIFFVSVS  ,11,,,
diffututus,-DIFFVTVO  ,1,,,
digero,DIGERO  ,31,,,
digitulus,DIGITVLVS  ,3,,,
digitus,DIGITVS  ,190,,,
digladior,DIGLADIOR  ,1,,,
dignatio,DIGNATIO  ,21,,,
digne,DIGNE  ,12,,,
dignitas,DIGNITAS  ,664,,,
dignosco,DIGNOSCO  ,2,,,
dignus,DIGNVS  ,804,,,
digredior,DIGREDIOR  ,54,,,
digressus2,DIGRESSVS  ,11,,,
diiudico,DIIVDICO  ,16,,,
diiudico,DIVDICO  ,1,,,
diiuncte,DIIVNCTE  ,1,,,
diiunctio,DIIVNCTIO  ,1,,,
diiunctus,DIIVNCTVS  ,9,,,
diiungo,DIIVNGO  ,11,,,
diiungo,DIVNGO  ,1,,,
dilabor,DILABOR 2,44,,,
dilacero,DILACERO  ,9,,,
dilanio,DILANIO  ,6,,,
dilargior,DILARGIOR  ,1,,,
dilatio,DILATIO  ,22,,,
dilato,DILATO  ,10,,,
dilator,DILATOR  ,1,,,
dilectus,DILECTVS 1,115,,,
dilectus2,DILECTVS 2,10,,,
diligens,DILIGENS  ,101,,,
diligenter,DILIGENTER  ,236,,,
diligentia,DILIGENTIA  ,219,,,
diligo,DILIGO 3,243,,,
!dilucesco,DILVCEO  ,3,,,
dilucesco,DILVCESCO  ,2,,,
dilucide,DILVCIDE  ,4,,,
dilucidus,DILVCIDVS  ,1,,,
diluculum,DILVCVLVM  ,3,,,
diludium,DILVDIVM  ,1,,,
diluo,DILVO  ,54,,,
dilutus,DILVTVS  ,1,,,
diluuies,DILVVIES  ,4,,,
diluuio,DILVVIO  ,1,,,
diluuium,DILVVIVM  ,4,,,
dimachae,DIMACHAE  ,1,,,
dimensus,DIMENSVS  ,1,,,
dimetior,DIMETIOR  ,10,,,
dimicatio,DIMICATIO  ,34,,,
dimico,DIMICO  ,132,,,
!dimico,DIMICO  -,2,,,
dimidiatus,DIMIDIATVS  ,1,,,
dimidio,DIMIDIO  ,3,,,
dimidium,DIMIDIVM  ,37,,,
dimidius,DIMIDIVS  ,39,,,
diminutio,DEMINVTIO  ,1,,,
diminutio,DIMINVTIO  ,1,,,
dimissio,DIMISSIO  ,1,,,
dimitto,DEMITTO  ,1,,,
dimitto,DIMITTO  ,357,,,
dimoueo,DIMOVEO  ,26,,,
dinosco,DIGNOSCO  ,6,,,
dinosco,DINOSCO  ,2,,,
dinumero,DINVMERO 1,7,,,
dioecetes,DIOECETES  ,2,,,
diota,DIOTA  ,1,,,
diploma,DIPLOMA  ,11,,,
dira,DIRA  ,1,,,
dirae2,DIRAE  ,4,,,
directum,DIRECTVM 1,1,,,
directus,DIRECTVS  ,2,,,
direptio,DIREPTIO  ,24,,,
direptor,DIREPTOR  ,4,,,
diribeo,DIRIBEO  ,2,,,
diribitio,DIRIBITIO  ,2,,,
diribitor,DIRIBITOR  ,2,,,
dirigo,DIRIGO  ,31,,,
dirimo,DIRIMO  ,64,,,
diripio,DIRIPIO  ,109,,,
diritas,DIRITAS  ,2,,,
dirum,DIRVM  ,2,,,
dirumpo,DIRVMPO  ,4,,,
diruo,DIRVO  ,36,,,
dirus,DIRVS  ,175,,,
discedo,DISCEDO 1,407,,,
discens,DISCENS  ,6,,,
disceptatio,DISCEPTATIO  ,16,,,
disceptator,DISCEPTATOR  ,9,,,
discepto,DISCEPTO  ,24,,,
discerno,DISCERNO  ,77,,,
discerpo,DISCERPO  ,10,,,
discessio,DISCESSIO  ,17,,,
discessus,DISCESSVS  ,60,,,
discidium,DISCIDIVM  ,35,,,
discido,DISCIDO 2,2,,,
discinctus,DISCINCTVS  ,2,,,
discindo,DISCINDO  ,11,,,
discingo,DISCINGO  ,13,,,
disciplina,DISCIPLINA  ,189,,,
disciplinosus,DISCIPLINOSVS  ,1,,,
discipula,DISCIPVLA  ,2,,,
discipulus,DISCIPVLVS  ,49,,,
discludo,DISCLVDO  ,8,,,
disco,DISCO  ,440,,,
!disco,DISCO  -,1,,,
discolor,DISCOLOR  ,5,,,
!discolor,DISCOLOR  -,1,,,
discolorius,DISCOLORIVS  ,1,,,
disconuenio,DISCONVENIO  ,2,,,
discoquo,DISCOQVO  ,1,,,
discordabilis,DISCORDABILIS  ,1,,,
discordia,DISCORDIA  ,158,,,
discordiosus,DISCORDIOSVS  ,1,,,
discordo,DISCORDO  ,12,,,
discors,DISCORS  ,57,,,
!discors,DISCORS  -,2,,,
discrepantia,DISCREPANTIA  ,1,,,
discrepito,DISCREPITO  ,3,,,
discrepo,DISCREPO  ,27,,,
discribo,DESCRIBO  ,7,,,
discribo,DISCRIBO  ,27,,,
discrimen,DISCRIMEN  ,241,,,
!discrimen,DISCRIMEN  -,1,,,
discrimino,DISCRIMINO  ,3,,,
discriptio,DISCRIPTIO  ,9,,,
discrucio,DISCRVCIO  ,8,,,
discumbo,DISCVMBO  ,26,,,
discupio,DISCVPIO  ,1,,,
discurro,DISCVRRO  ,44,,,
discursatio,DISCVRSATIO  ,1,,,
discurso,DISCVRSO  ,1,,,
discursus,DISCVRSVS  ,23,,,
discus,DISCVS  ,9,,,
discutio,DISCVTIO  ,78,,,
disdo,DISDO  ,1,,,
diserte,DISERTE  ,9,,,
disertus,DISERTVS  ,94,,,
dishiasco,DISHIASCO  ,1,,,
disicio,DISICIO  ,68,,,
disicio,DISSICIO  ,3,,,
disiecto,DISIECTO  ,3,,,
disiectus2,DISIECTVS  ,1,,,
disiunctio,DIIVNCTIO  ,3,,,
disiunctus,DIIVNCTVS  ,10,,,
disiungo,DIIVNGO  ,4,,,
dispalesco,DISPALESCO  ,1,,,
dispando,DISPANDO 2,2,,,
dispar,DISPAR  ,40,,,
!dispar,DISPAR  -,20,,,
dispargo,DISPERGO  ,1,,,
disparo,DISPARO 2,2,,,
dispectus2,DISPECTVS  ,5,,,
dispello,DISPELLO  ,9,,,
dispendium,DISPENDIVM  ,5,,,
dispenno,DISPANDO 2,2,,,
dispensatio,DISPENSATIO  ,5,,,
dispensator,DISPENSATOR  ,9,,,
dispenso,DISPENSO  ,20,,,
dispercutio,DISPERCVTIO  ,1,,,
disperdo,DISPERDO  ,8,,,
dispereo,DISPEREO 1,15,,,
dispergo,DISPERGO  ,104,,,
disperse,DISPERSE  ,1,,,
dispertio,DISPERTIO  ,23,,,
dispertitio,DISPERTITIO  ,1,,,
dispesco,DISPESCO  ,1,,,
dispicio,DISPICIO  ,42,,,
displicentia,DISPLICENTIA  ,1,,,
displiceo,DISPLICEO  ,64,,,
displodo,DISPLODO  ,3,,,
dispolio,DISPOLIO  ,1,,,
dispono,DISPONO  ,199,,,
disposite,DISPOSITE  ,1,,,
dispositio,DISPOSITIO  ,8,,,
dispositura,DISPOSITVRA  ,2,,,
dispositus,DISPOSITVS 2,1,,,
dispositus2,DISPOSITVS 1,1,,,
dispudet,DISPVDET  ,1,,,
dispungo,DISPVNGO  ,2,,,
disputabilis,DISPVTABILIS  ,1,,,
disputatio,DISPVTATIO  ,48,,,
disputatiuncula,DISPVTATIVNCVLA  ,1,,,
disputator,DISPVTATOR  ,1,,,
disputo,DISPVTO  ,134,,,
disquiro,DISQVIRO  ,1,,,
disquisitio,DISQVISITIO  ,4,,,
disrumpo,DIRVMPO  ,2,,,
dissaepio,DISSAEPIO  ,2,,,
dissaeptum,DISSAEPTVM  ,1,,,
dissemino,DISSEMINO  ,2,,,
dissensio,DISSENSIO  ,67,,,
dissensus2,DISSENSVS  ,1,,,
dissentio,DISSENTIO  ,84,,,
!dissentio,DISSENTIO  -,1,,,
dissero,DISSERO 2,123,,,
dissero3,DISSERO 3,4,,,
disserpo,DISSERPO  ,1,,,
disserto,DISSERTO  ,3,,,
dissicio,DISICIO  ,4,,,
dissideo,DISSIDEO  ,52,,,
dissignator,DESIGNATOR  ,1,,,
dissignator,DISSIGNATOR  ,1,,,
dissigno,DISSIGNO  ,1,,,
dissilio,DISSILIO  ,21,,,
dissimilis,DISSIMILIS  ,138,,,
dissimiliter,DISSIMILITER  ,2,,,
dissimilitudo,DISSIMILITVDO  ,15,,,
dissimulanter,DISSIMVLANTER  ,3,,,
dissimulatio,DISSIMVLATIO  ,27,,,
dissimulator,DISSIMVLATOR  ,3,,,
dissimulo,DISSIMVLO  ,147,,,
dissipatio,DISSIPATIO  ,2,,,
dissipo,DISSIPO  ,59,,,
dissociabilis,DISSOCIABILIS  ,2,,,
dissociatio,DISSOCIATIO  ,1,,,
dissocio,DISSOCIO  ,11,,,
dissoluo,DISSOLVO  ,100,,,
dissolute,DISSOLVTE  ,4,,,
dissolutio,DISSOLVTIO  ,10,,,
dissolutus,DISSOLVTVS  ,23,,,
dissonus,DISSONVS  ,14,,,
dissors,DISSORS  ,1,,,
dissuadeo,DISSVADEO  ,20,,,
dissuasio,DISSVASIO  ,2,,,
dissuasor,DISSVASOR  ,1,,,
dissulto,DISSVLTO  ,5,,,
dissuo,DISSVO  ,3,,,
dissupo,DISSIPO  ,5,,,
distabesco,DISTABESCO  ,1,,,
distaedet,DISTAEDET  ,1,,,
distantia,DISTANTIA  ,4,,,
distendo,DISTENDO  ,22,,,
distensus,-DISTENDO  ,1,,,
distermino,DISTERMINO  ,1,,,
distero,DISTERO  ,3,,,
distincte,DISTINCTE  ,5,,,
distinctio,DISTINCTIO  ,13,,,
distinctus,DISTINCTVS 2,21,,,
distinctus2,DISTINCTVS 1,1,,,
distineo,DISTINEO  ,33,,,
distinguo,DISTINGVO  ,92,,,
disto,DISTO  ,90,,,
!disto,DISTO  -,3,,,
distorqueo,DISTORQVEO  ,7,,,
distortus,DISTORTVS  ,6,,,
distractio,DISTRACTIO  ,2,,,
distractus,DISTRACTVS  ,2,,,
distraho,DISTRAHO  ,72,,,
distribuo,DISTRIBVO  ,73,,,
distributio,DISTRIBVTIO  ,4,,,
districtus,DISTRICTVS  ,7,,,
distringo,DISTRINGO  ,26,,,
disturbatio,DISTVRBATIO  ,1,,,
disturbo,DISTVRBO 2,31,,,
ditesco,DITESCO  ,4,,,
dithyrambus,DITHYRAMBVS  ,1,,,
ditiae,DIVITIAE  ,1,,,
dito,DITO  ,7,,,
!diu,-DIES  -,3,,,
!diu,-DIVS  -,1,,,
diu,DIV  ,648,,,
diua,DIVA  ,66,,,
diuarico,DIVARICO  ,3,,,
diuello,DIVELLO  ,41,,,
diuendo,DIVENDO  ,2,,,
diuerbero,DIVERBERO 2,6,,,
diuerse,DIVERSE  ,1,,,
diuersitas,DIVERSITAS  ,26,,,
diuersium,DIVERSVM  ,1,,,
diuersorius,-DIVERSORIVM  ,3,,,
diuersus,DIVERSVS  ,326,,,
diuerto,DIVERTO  ,5,,,
diues,DIVES  ,310,,,
!diues,DIVES  -,3,,,
diuexo,DIVEXO  ,2,,,
diuidia,DIVIDIA  ,3,,,
diuido,DIVIDO  ,304,,,
diuiduus,DIVIDVVS  ,6,,,
diuina,DIVINA 1,1,,,
diuinatio,DIVINATIO  ,6,,,
diuine,DIVINE  ,1,,,
diuinitas,DIVINITAS  ,13,,,
diuinitus,DIVINITVS  ,28,,,
diuino,DIVINO  ,18,,,
diuinum,DIVINA 2,41,,,
diuinum,DIVINVM  ,10,,,
diuinus,DIVINVS 2,261,,,
diuisio,DIVISIO  ,22,,,
diuisor,DIVISOR  ,15,,,
diuisus,DIVISVS 2,1,,,
diuitatio,DIVITATIO  ,1,,,
diuorse,DIVERSE  ,1,,,
diuorsus,DIVERSVS  ,13,,,
diuortium,DIVORTIVM  ,13,,,
diuorto,DIVERTO  ,6,,,
diurnum,DIVRNVM  ,3,,,
diurnus,DIVRNVS  ,41,,,
dius,DIVS  ,8,,,
!dius,DIVVS 2,1,,,
!dius2,DIES  ,1,,,
!dius2,DIVVM  ,3,,,
diutinus,DIVTINVS  ,16,,,
diuturnitas,DIVTVRNITAS  ,23,,,
diuturnus,DIVTVRNVS  ,73,,,
diuulgo,DIVVLGO 1,4,,,
diuulsio,DIVVLSIO  ,1,,,
!diuus,DIVVS A,9,,,
diuus,DIVVS 2,136,,,
diuus2,DIVVS 1,83,,,
!diuus2,DIVVS 1-,1,,,
!do,DEDO  ,1,,,
do,DO  ,5042,,,
!do,DO  -,3,,,
doceo,DOCEO  ,596,,,
!doceo,DOCEO  -,1,,,
docibilis,DOCIBILIS  ,1,,,
!docilis,-DOCILIS N,1,,,
docilis,DOCILIS  ,18,,,
docilitas,DOCILITAS  ,1,,,
docte,DOCTE  ,12,,,
doctor,DOCTOR  ,20,,,
doctrina,DOCTRINA  ,48,,,
doctus,DOCTVS  ,190,,,
documen,DOCVMEN  ,1,,,
documentum,DOCVMENTVM  ,46,,,
dodrantarius,DODRANTARIVS  ,2,,,
dogma2,DOGMA  ,3,,,
dolabra,DOLABRA  ,8,,,
dolens,DOLENS  ,1,,,
dolenter,DOLENTER  ,8,,,
!doleo,-DOLIVM  -,1,,,
doleo,DOLEO  ,257,,,
!doleo,DOLEO  -,1,,,
dolito,DOLITO  ,1,,,
dolo,DOLO  ,10,,,
!dolor,DOLOR N,3,,,
dolor,DOLOR  ,966,,,
dolose,DOLOSE  ,2,,,
dolosus,DOLOSVS  ,10,,,
dolus,DOLVS  ,241,,,
domabilis,DOMABILIS  ,1,,,
domefactus,DOMEFACTVS  ,1,,,
domestici,DOMESTICVS 1,6,,,
!domesticus,-DOMESTICVS 1,1,,,
domesticus,DOMESTICVS 2,193,,,
domicilium,DOMICILIVM  ,61,,,
domina,DOMINA  ,232,,,
dominans,DOMINANS 2,3,,,
dominans2,DOMINANS 1,7,,,
dominatio,DOMINATIO  ,78,,,
dominator,DOMINATOR  ,6,,,
dominatrix,DOMINATRIX  ,1,,,
dominatus,DOMINATVS  ,22,,,
dominicus,DOMINICVS  ,3,,,
dominium,DOMINIVM  ,12,,,
dominor,DOMINOR  ,72,,,
dominus,DOMINVS  ,674,,,
domito,DOMITO  ,5,,,
domitor,DOMITOR  ,23,,,
domitrix,DOMITRIX  ,3,,,
domo,DOMO  ,136,,,
domus,DOMVS  ,2010,,,
!domus,DOMVS  -,28,,,
domusio,DOMVSIO  ,2,,,
donaticus,DONATICVS  ,1,,,
donatio,DONATIO  ,18,,,
donatiuum,DONATIVVM  ,18,,,
donator,DONATOR  ,1,,,
donatus,-DONATIVS N,1,,,
donec,DONEC  ,312,,,
donicum,DONEC  ,6,,,
donique,DONEC  ,4,,,
dono,DONO  ,323,,,
donum,DONVM  ,315,,,
dorcas,DORCAS  ,1,,,
dormio,DORMIO  ,103,,,
!dormio,DORMIO  -,5,,,
dormito,DORMITO  ,10,,,
dormitorius,DORMITORIVS  ,2,,,
dorsum,DORSVM  ,41,,,
dos,DOS  ,92,,,
dotalis,DOTALIS  ,14,,,
dotatus,DOTATVS  ,5,,,
!doto,-DOTO N-,1,,,
doto,DOTO  ,6,,,
drachma,DRACHMA  ,6,,,
draco,DRACO  ,25,,,
draconigena,-DRACONIGENVS  ,1,,,
drapeta,DRAPETA  ,1,,,
dromas,DROMAS  ,1,,,
druida,DRVIDA  ,1,,,
druida,DRVIDAE  ,1,,,
dubie,DVBIE  ,34,,,
dubitanter,DVBITANTER  ,1,,,
dubitatio,DVBITATIO  ,61,,,
dubito,DVBITO  ,546,,,
!dubito,DVBITO  -,2,,,
dubium,DVBIVM  ,93,,,
dubius,DVBIVS  ,324,,,
ducenarius,DVCENARIVS  ,1,,,
ducentesima,DVCENTESIMA  ,1,,,
ducentesimus,DVCENTESIMVS  ,2,,,
ducentiens,-DVCENTIENS  -,2,,,
ducentiens,-DVCENTIES  -,1,,,
ducenties,-DVCENTIENS  -,1,,,
ducentus,DVCENTI  ,69,,,
duco,DVCO  ,1070,,,
ductim,DVCTIM  ,1,,,
ductito,DVCTITO  ,1,,,
ducto,DVCTO  ,14,,,
ductor,DVCTOR  ,38,,,
ductus,DVCTVS  ,29,,,
dudum,DVDVM  ,37,,,
duellator,DVELLATOR  ,1,,,
duellicus,BELLICVS  ,1,,,
duellicus,DVELLICVS  ,1,,,
duellum,BELLVM  ,3,,,
duellum,DVELLVM  ,6,,,
!duellum,DVELLVM  -,3,,,
dulce,DVLCE 2,9,,,
dulcedo,DVLCEDO  ,38,,,
dulcesco,DVLCESCO  ,2,,,
dulcis,DVLCIS  ,343,,,
dulciter,DVLCITER  ,1,,,
!dum,-DVM 1,17,,,
dum,DVM 2,1526,,,
dummodo,DVMMODO  ,34,,,
dumosus,DVMOSVS  ,2,,,
dumtaxat,-DVMTAXAT  ,52,,,
dumus,DVMVS  ,14,,,
!duo,-DO  ,1,,,
duo,DVO  ,1289,,,
!duo,DVO  -,2,,,
duodecies,-DVODECIENS  -,1,,,
duodecim,-DVODECIM  -,44,,,
duodecimus,DVODECIMVS  ,11,,,
duodeni,DVODENI  ,3,,,
duodeni,DVODENVS  ,8,,,
duodetriciens,-DVODETRICIENS  -,1,,,
duodetriginta,-DVODETRIGINTA  -,1,,,
duodeuicensimus,DVODEVICESIMVS  ,4,,,
duodeuiginti,-DVODEVIGINTI  -,6,,,
duoetuicensimani,DVOETVICESIMANI  ,3,,,
duoetuicesimus,DVOETVICESIMVS  ,1,,,
dupla,DVPLA  ,1,,,
duplex,DVPLEX  ,81,,,
!duplex,DVPLEX  -,5,,,
dupliciter,DVPLICITER  ,3,,,
duplico,DVPLICO  ,22,,,
duplum,DVPLVM  ,6,,,
dupondius,DIPONDIVS  ,1,,,
durabilis,DVRABILIS  ,1,,,
duracinus,DVRACINVS  ,1,,,
duramen,DVRAMEN  ,1,,,
duramentum,DVRAMENTVM  ,1,,,
durateus,DVRATEVS  ,1,,,
dure,DVRE  ,23,,,
duresco,DVRESCO  ,3,,,
duriter,DVRITER  ,1,,,
duritia,DVRITIA  ,29,,,
durities,DVRITIES  ,2,,,
duritudo,DVRITVDO  ,1,,,
duriusculus,DVRIVSCVLVS  ,1,,,
duro,DVRO  ,145,,,
durum,DVRVM  ,23,,,
!durus,-DVRVS N,1,,,
durus,DVRVS  ,540,,,
duumuir,DVVMVIR  ,3,,,
duumuiratus,DVVMVIRATVS  ,2,,,
!dux,-DVCO  ,1,,,
dux,DVX  ,963,,,
dyspar,-DYSPARIS N-,1,,,
dyspepsia,DYSPEPSIA  ,1,,,
e,EX  ,1095,,,
ea,EA  ,10,,,
eatenus,EATENVS  ,1,,,
ebibo,EBIBO 2,11,,,
eblandior,EBLANDIOR  ,3,,,
eboreus,EBOREVS  ,1,,,
ebrietas,EBRIETAS  ,46,,,
ebriolus,EBRIOLVS  ,2,,,
ebriosus,EBRIOSVS  ,8,,,
ebrius,EBRIVS  ,93,,,
ebullio,EBVLLIO  ,2,,,
ebur,EBVR  ,53,,,
eburatus,EBVRATVS  ,1,,,
eburneus,EBVRNEVS  ,6,,,
eburnus,EBVRNEVS  ,22,,,
eburnus,EBVRNVS  ,4,,,
ecastor,ECASTOR  ,38,,,
ecce,-ECCE  ,246,,,
eccere,ECCERE  ,2,,,
ecclesia,ECCLESIA  ,1,,,
eccum,-ECCE  ,27,,,
ecdicus,ECDICVS  ,1,,,
ecfero,EFFERO 2,144,,,
ecficio,EFFICIO  ,8,,,
ecfodio,EFFODIO  ,9,,,
ecfreno,-EFFRENATVS  ,3,,,
ecfundo,EFFVNDO 2,1,,,
ecfutuo,EFFVTVO  ,1,,,
echidna,ECHIDNA  ,1,,,
echinus2,ECHINVS  ,10,,,
ecloga,ECLOGA  ,1,,,
ecquam,-ECQVIS  -,4,,,
ecquando,ECQVANDO  ,9,,,
!ecqui2,-ECQVIS  -,5,,,
ecqui2,ECQVI  ,1,,,
!ecquid,-ECQVIS  -,30,,,
ecquid,ECQVID  ,46,,,
ecquis,ECQVIS  -,46,,,
!ecquo,-ECQVIS  -,3,,,
ecquo,ECQVO  ,2,,,
ectypus,ECTYPVS  ,1,,,
eculeus,EQVVLEVS  ,19,,,
ecus,EQVVS  ,4,,,
edax,EDAX  ,17,,,
edentulus,EDENTVLVS  ,1,,,
edepol,EDEPOL  ,121,,,
edico,EDICO 2,79,,,
edictio,EDICTIO  ,2,,,
edicto,EDICTO  ,2,,,
edictum,EDICTVM  ,223,,,
edisco,EDISCO  ,23,,,
edissero,EDISSERO 2,8,,,
edisserto,EDISSERTO  ,2,,,
editicius,EDITICIVS  ,3,,,
editio,EDITIO  ,11,,,
editum,EDITVM  ,2,,,
editus,EDITVS 2,65,,,
edo,EDO 2,98,,,
edo2,EDO 1,309,,,
edoceo,EDOCEO  ,35,,,
edomo,EDOMO  ,4,,,
edormio,EDORMIO  ,3,,,
edormisco,EDORMISCO  ,1,,,
educatio,EDVCATIO  ,14,,,
educator,EDVCATOR  ,7,,,
educo,EDVCO 1,39,,,
educo2,EDVCO 2,183,,,
eductio,EDVCTIO  ,1,,,
edulis,EDVLIS  ,1,,,
eduro,EDVRO  ,1,,,
edurus,EDVRVS  ,1,,,
effarcio,EFFARCIO  ,1,,,
effectus,EFFECTVS 1,42,,,
effectus2,EFFECTVS 2,1,,,
effeminate,EFFEMINATE  ,3,,,
effeminatus,EFFEMINATVS  ,14,,,
effemino,EFFEMINO  ,10,,,
efferatus,EFFERATVS  ,5,,,
effero,EFFERO 2,95,,,
effero2,EFFERO 1,10,,,
!efferuesco,EFFERVEO  ,1,,,
efferuesco,EFFERVESCO  ,15,,,
efferus,EFFERVS  ,19,,,
effetus,EFFETVS  ,14,,,
efficaciter,EFFICACITER  ,2,,,
!efficax,-EFFICACITER  ,5,,,
efficax,EFFICAX  ,25,,,
!efficax,EFFICAX  -,1,,,
efficiens,EFFICIENS 2,5,,,
efficio,EFFICIO  ,447,,,
effigia,EFFIGIA  ,3,,,
effigies,EFFIGIES  ,93,,,
effingo,EFFINGO  ,25,,,
efflagitatio,EFFLAGITATIO  ,1,,,
efflagitatus2,EFFLAGITATVS  ,1,,,
efflagito,EFFLAGITO  ,14,,,
effligo,EFFLIGO  ,3,,,
efflo,EFFLO  ,13,,,
effloresco,EFFLORESCO  ,1,,,
effluo,EFFLVO  ,25,,,
effluuium,EFFLVVIVM  ,1,,,
effodio,EFFODIO  ,37,,,
effor,EFFOR  ,43,,,
effractarius,EFFRACTARIVS  ,1,,,
effrenate,EFFRENATE  ,2,,,
effrenatio,EFFRENATIO  ,1,,,
effrenatus,EFFRENATVS  ,18,,,
effreno,EFFRENO  ,2,,,
effrenus,EFFRENVS  ,6,,,
effrico,EFFRICO  ,1,,,
effringo,EFFRINGO  ,17,,,
effugio,EFFVGIO  ,225,,,
effugium,EFFVGIVM  ,28,,,
effulgeo,EFFVLGEO  ,13,,,
effultus,EFFVLTVS  ,2,,,
effundo,EFFVNDO 2,240,,,
effuse,EFFVSE  ,20,,,
effusio,EFFVSIO  ,4,,,
!effusus,EFFVNSVS  ,1,,,
effusus,EFFVSVS  ,35,,,
effutio,EFFVTIO  ,2,,,
egelidus,EGELIDVS  ,3,,,
egens,EGENS  ,79,,,
egenus,EGENVS  ,13,,,
egeo,EGEO  ,149,,,
!egeo,EGEO  -,1,,,
egero,EGERO  ,31,,,
egestas,EGESTAS  ,101,,,
egestio,EGESTIO  ,1,,,
egigno,EGIGNO  ,1,,,
ego,EGO  ,14845,,,
!ego,EGO  -,3,,,
!ego,MEVS  ,288,,,
!ego,MEVS  -,185,,,
egregie,EGREGIE  ,40,,,
egregium,EGREGIVM  ,1,,,
egregius,EGREGIVS  ,247,,,
egressus,-EGREDIOR  ,52,,,
egressus2,EGRESSVS  ,22,,,
egurgito,EGVRGITO  ,1,,,
ehem,EHEM  ,1,,,
eheu,EHEV  ,22,,,
eho,EHO  ,9,,,
ei,EI  ,61,,,
ei,HEI  ,3,,,
eia,EIA  ,2,,,
eicio,EICIO  ,162,,,
eiectamentum,EIECTAMENTVM  ,1,,,
eiectio,EIECTIO  ,1,,,
eiecto,EIECTO  ,2,,,
eiectus2,EIECTVS  ,1,,,
eiero,EIVRO  ,3,,,
eiulatio,EIVLATIO  ,1,,,
eiulatus,EIVLATVS  ,6,,,
eiulo,EIVLO  ,3,,,
eiuratio,EIVRATIO  ,1,,,
eiuro,EIVRO  ,12,,,
eiusmodi,EIVSMODI  ,62,,,
elabor,ELABOR 2,50,,,
elaboro,ELABORO  ,38,,,
elanguesco,ELANGVESCO  ,6,,,
elargior,ELARGIOR  ,1,,,
elate2,ELATE 2,2,,,
elatio,ELATIO  ,3,,,
elatro,ELATRO 2,1,,,
elatus,ELATVS  ,14,,,
elauo,ELAVO  ,1,,,
electio,ELECTIO  ,27,,,
electo,ELECTO 1,1,,,
