!   nombres.la,,,,,
!,,,,,
!This file is part of COLLATINVS.,,,,,
!COLLATINVS is free software; you can redistribute it and/or modify,,,,,
!it under the terms of the GNV General Public License as published by,,,,,
!the Free Software Foundation; either version 2 of the License, or,,,,
!(at your option) any later version.,,,,,
!,,,,,
!COLLATINVS is distributed in the hope that it will be useful,,,,,
!but WITHOVT ANY WARRANTY; without even the implied warranty of,,,,,
!MERCHANTABILITY or FITNESS FOR A PARTICVLAR PVRPOSE.  See the,,,,,
!GNV General Public License for more details.,,,,,
!,,,,,
!You should have received a copy of the GNV General Public License,,,,,
Hasta2,HASTA N,1,,,
Haterius,HATERIVS N,19,,,
Hebe,HEBE N,2,,,
Hebraeus,HEBRAEVS A,1,,,
Hebrus,HEBRVS N,21,,,
Hecale,HECALE N,1,,,
!Hecale,HECALE N-,1,,,
Hecataeus,HECATAEVS N,1,,,
Hecate,HECATE N,17,,,
Hecato,HECATON N,5,,,
Hector,HECTOR N,91,,,
Hectoreus,HECTOREVS A,18,,,
Hedylus,HEDYLE N-,1,,,
Hedymeles,HEDYMELES N,1,,,
Hegesaretos,HEGESARETVS N,1,,,
Hegio,HEGION N,29,,,
Heius,HEIVS N,25,,,
Helene,HELENA N,24,,,
Helene,HELENE N,19,,,
Helenor,HELENOR N,2,,,
Helenus,HELENVS N,13,,,
Helicon,HELICON N,10,,,
Heliconiades,HELICONIADES N,1,,,
Heliconius,HELICONIVS A,1,,,
Heliodorus,HELIODORVS N,2,,,
Heliopolis,HELIOPOLIS N,1,,,
Hellanice,HELLANICE N,1,,,
Hellanicus,HELLANICVS N,1,,,
Hellas,HELLAS N,1,,,
Helle,HELLE N,12,,,
Hellespontiacus,HELLESPONTIACVS A,5,,,
Hellespontius,HELLESPONTIVS A,1,,,
Hellespontus,HELLESPONTVS N,21,,,
Hellusii,HELLVSII N,1,,,
Helorini,ELORINI N,1,,,
Helorius,HELORIVS A,1,,,
Helueconae,HELVECONAE N,1,,,
Heluetia,-HELVETIVS A,2,,,
Helueticus,HELVETICVS A,1,,,
Heluetius,-HELVETIVS A,1,,,
Heluidius,HELVIDIVS N,31,,,
Heluina,-HELVINVS A,1,,,
Heluius2,HELVIVS N,2,,,
Heneti,HENETI N,1,,,
Heniochus,HENIOCHI N,2,,,
Henna,HENNA N,13,,,
Hennenses,HENNENSES N,7,,,
Hennensis,HENNENSIS A,7,,,
Hephaestio,HEPHAESTION N,20,,,
Hephaestion,HEPHAESTION N,5,,,
Heraclea,HERACLEA N,5,,,
Heracleo,HERACLEON N,2,,,
Heracleum,HERACLEVS N,2,,,
!Heracleus,-HERACLEVS N,1,,,
Heracleus,HERACLEVS A,1,,,
Heraclia,HERACLEA N,2,,,
Heraclides,HERACLIDES N,5,,,
Heraclienses,HERACLIENSES N,4,,,
Heracliensis,HERACLIENSIS A,7,,,
Heraclitus,HERACLITVS N,5,,,
Heraclius,-HERACLIVS N,49,,,
Herbita,HERBITA N,3,,,
Herbitenses,HERBITENSES N,9,,,
Herbitensis,HERBITENSIS A,9,,,
Herceus,HERCEVS A,3,,,
Herculanensis,-HERCVLANENSE N,1,,,
Herculaneus,HERCVLANEVS A,3,,,
!Herculaneus,HERCVLANEVS N,1,,,
Hercules,HERCVLES N,206,,,
!Hercules,HERCVLES N-,1,,,
!Herculeus,-HERCVLES N,1,,,
!Herculeus,-HERCVLES N-,1,,,
Herculeus,HERCVLEVS A,77,,,
Herculeus,HERCVLIVS A,2,,,
Herculius,HERCVLES N,1,,,
Hercynius,HERCYNIVS A,6,,,
Herennius,HERENNIVS N,25,,,
Hermarchus,HERMARCHVS N,6,,,
Hermeros,HERMEROS N,2,,,
Hermes,HERMES N,3,,,
Herminius,HERMINIVS N,2,,,
Hermione,HERMIONE N,8,,,
Hermippus,HERMIPPVS N,12,,,
Hermogenes,HERMOGENES N,6,,,
Hermolaus,HERMOLAVS N,11,,,
Hermundurus,-HERMVNDVRVS A,1,,,
Hermus,HERMVS N,3,,,
Hernicus2,HERNICVS A,3,,,
Herodes,HERODES N-,4,,,
!Herodium,HERODVS N-,1,,,
Herodotus,HERODOTVS N,6,,,
Herophile,HEROPHILE N,1,,,
Hesiodus,HESIODVS N,8,,,
Hesione,HESIONA N,2,,,
!Hesperius,-HESPERII N,2,,,
Hesperius,HESPERIVS A,24,,,
Hesperos,HESPERVS N,16,,,
Hesus,HESVS N,1,,,
Hiber,-IBER A,1,,,
Hiberia,HIBERIA N,3,,,
Hiberia,IBERIA N,2,,,
Hibericus,IBERICVS A,1,,,
Hiberina,HIBERINA N,1,,,
Hibernia,HIBERNIA N,5,,,
Hiberus,HIBERVS A,5,,,
Hiberus,IBERVS A,14,,,
Hiberus2,HIBERVS N,1,,,
Hiberus2,IBERVS N,13,,,
Hicetaonius,HICETAONIVS A,1,,,
Hiempsal,HIEMPSAL N,20,,,
Hieras,HIERAS N,3,,,
!Hieras,HIERA 2,1,,,
Hiero,HIERON N,12,,,
Hierocaesaria,HIEROCAESARIA N,1,,,
Hierocaesarienses,HIEROCAESARIEN. N,1,,,
Hieronicus,HIERONICVS A,22,,,
Hieronymus,HIERONYMVS N,1,,,
Hierosolyma,IERVSALEM N,4,,,
Hierosolyma2,IERVSALEM N,7,,,
Hierosolymus,HIEROSOLYMVS N,1,,,
Hilaira,HILAIRA N,1,,,
Hilarus2,HILARVS N,1,,,
Himella,HIMELLA N,1,,,
Himera,HIMERA N,6,,,
Himera3,HIMERA N,1,,,
Hipparchus,HIPPARCHVS N,1,,,
Hippocoon,HIPPOCOON N,1,,,
Hippocrates,HIPPOCRATES N,1,,,
Hippocrene,HIPPOCRENE N,1,,,
Hippodame,HIPPODAME N,1,,,
Hippodamia,HIPPODAMIA N,7,,,
Hippolyte,HIPPOLYTA N,4,,,
Hippolyte,HIPPOLYTE N,1,,,
Hippolytus,HIPPOLYTVS N,37,,,
Hippomeneia,-HIPPOMENEIVS A,1,,,
Hippomenes,HIPPOMENES N,2,,,
Hipponensis,HIPPONENSIS A,1,,,
Hipponous,HIPPONOVS N,1,,,
Hippotades,HIPPOTADES N,2,,,
!Hirpinus,-HIRPINVS N,1,,,
Hirpinus,HIRPINVS A,3,,,
Hirrus,HIRRVS N,3,,,
Hirtius,HIRTIVS N,42,,,
Hispal,HISPALIS N,2,,,
Hispalenses,HISPALENSES N,1,,,
Hispani,HISPANI N,18,,,
Hispania,HISPANIA N,171,,,
Hispaniensis,HISPANIENSIS A,12,,,
!Hispanus,-HISPANVS N,4,,,
!Hispanus,HISPANVS A,14,,,
Hispellates,HISPELLATES N,1,,,
Hispo,HISPO N,4,,,
Hispulla,HISPVLLA N,4,,,
Hister,HISTER N,19,,,
Histria,HISTRIA N,1,,,
Homericus,HOMERICVS A,13,,,
Homerista,HOMERISTA N,3,,,
Homerus,HOMERVS N,61,,,
!Homerus,HOMERVS N-,1,,,
Homole,HOMOLE N,1,,,
Homonadenses,HOMONADENSES N,1,,,
Honor2,HONOR N,3,,,
Honoratus2,HONORATVS N,2,,,
!Honoratus2,HONORATVS N-,1,,,
Honos2,HONOR N,2,,,
Horatius,HORATIVS N,17,,,
Horatius2,HORATIVS A,1,,,
Horitae,HORITAE N,2,,,
Horos,HORVS N,1,,,
Hortalus,HORTALVS N,4,,,
Hostilia,HOSTILIA N,5,,,
Hostilius,HOSTILIVS N,3,,,
Hyas,HYADES N,13,,,
Hyas2,HYAS N,4,,,
Hyblaeus,HYBLAEVS A,1,,,
Hyblenses,HYBLENSES N,1,,,
Hydaspes,HYDASPES N,9,,,
Hydra,HYDRA N,3,,,
!Hydra,HYDRA  ,18,,,
Hydrochous,HYDROCHOEVS N-,1,,,
Hylaeus,HYLAEVS A,1,,,
Hylaeus2,HYLAEVS N,4,,,
Hylas,HYLAS N,12,,,
Hylax,HYLAX N,1,,,
Hyllus,HYLLVS N,5,,,
Hymen2,HYMEN N,54,,,
Hymettius,HYMETTIVS A,3,,,
Hypaepa,HYDAEPA N,1,,,
Hypaepeni,HYPAEPENI N,1,,,
Hypanis,HYPANIS N,4,,,
Hyperborei,HYPERBOREI N,1,,,
Hyperboreus,HYPERBOREVS A,5,,,
Hyperides,HYPERIDES N,4,,,
Hyperion,HYPERION N,1,,,
Hypsaeus,HYPSAEVS N,3,,,
Hypsipyle,HYPSIPYLE N,10,,,
Hyrcani,HYRCANI N,10,,,
Hyrcania,HYRCANIA N,15,,,
Hyrcanius,HYRCANIVS A,3,,,
Hyrcanus,HYRCANVS A,9,,,
Hyrieus,HYRIEVS A,1,,,
Hyrieus2,HYRIEVS N,2,,,
Hyrtacides,HYRTACIDES N,7,,,
Hyrtacus,HYRTACVS N,1,,,
Hystaspes,HYSTASPES N,1,,,
Iacchus,IACCHVS N,9,,,
Iaera,IAERA N,1,,,
Ianalis,IANALIS A,1,,,
Ianiculum,IANICVLVM N,7,,,
Ianuarius,IANVARIVS A,76,,,
Ianuarius2,IANVARIVS N,1,,,
Ianus,IANVS N,52,,,
!Ianus,IANVS  ,1,,,
Iapetus,IAPETVS N,2,,,
Iapydes,IAPYDES N,1,,,
Iapydia,IAPYDIA N,1,,,
Iapys,IAPYS A,1,,,
Iapyx,IAPYX N,6,,,
Iapyx2,IAPYX A,2,,,
Iarbas,IARBAS N,4,,,
Iasides,IASIDES N,2,,,
Iasius3,IASIVS N,2,,,
Iaso,IASON N,9,,,
Iasonius,IASONIVS A,1,,,
Iauolenus,IAVOLENVS N,1,,,
Ibis2,IBIS N,2,,,
Ibycus,IBYCVS N,1,,,
Icaria,ICARIA N,1,,,
Icarius,ICARIVS A,4,,,
!Icarius2,ICARIVM N,2,,,
Icarius2,ICARIVS N,4,,,
Iccius,ICCIVS N,5,,,
Iceni,ICENI N,4,,,
Idaeus,IDAEVS A,56,,,
!Idaeus2,IDAEI N,2,,,
Idaeus2,IDAEVS N,2,,,
Idalium,IDALIVM N,5,,,
Idalius,IDALIVS A,5,,,
Idas,IDAS N,5,,,
Ide,IDA N,26,,,
Ide,IDE N,12,,,
!Ide,IDE N-,1,,,
Idmon,IDMON N,2,,,
Idomeneus,IDOMENEVS N,9,,,
Idumaeus,IDVMAEVS A,1,,,
Idus,IDVS  ,36,,,
!Idus,IDVS  ,14,,,
Idyia,IDYIA N,1,,,
Ietini,IETINI N,1,,,
Igilium,IGILIVM N-,1,,,
Iguini,IGVINI N,1,,,
Iguuinates,IGVVINATES N,1,,,
Ilerda,ILERDA N,16,,,
Ilia,ILIA N,16,,,
Iliacus2,ILIACVS A,53,,,
Iliades,ILIADES N,4,,,
Ilias,ILIAS N,7,,,
Ilienses,ILIENSES N,3,,,
Ilione,ILIONE N,1,,,
Ilioneus,ILIONEVS N,10,,,
Ilios,ILIOS N,3,,,
Ilipa,ILIPA N,1,,,
Ilisos,ILISSVS N,2,,,
Ilithyia,ILITHYIA N,2,,,
Ilius,ILIVS A,8,,,
Illurgauonenses,ILLVRGAVONENSES N,1,,,
Illurgauonensis,ILLVRGAVONENSIS A,1,,,
Illyria,ILLYRIA N,2,,,
Illyricum,ILLYRICVM N,34,,,
Illyricus,ILLYRICVS A,18,,,
Illyrii,ILLYRII N,9,,,
Illyrius,ILLYRIVS A,2,,,
Ilua,ILVA N,1,,,
Ilus,ILVS N,7,,,
Imacharenses,IMACHARENSES N,2,,,
Imacharensis,IMACHARENSIS A,2,,,
Imbrasides,IMBRASIDES N,2,,,
Imbrasus,IMBRASVS N,1,,,
Inachia,INACHIA N,3,,,
!Inachis2,INACHIDES N,1,,,
Inachis2,INACHIS N,1,,,
Inachius,INACHIVS A,12,,,
Inachos,INACHVS N,9,,,
Inarime,INARIME N,2,,,
India,INDIA N,50,,,
!Indicus,INDICVS A,8,,,
!Indicus,INDICVS A-,1,,,
!Indiges2,INDIGES N,2,,,
!Indiges2,INDIGETES N-,1,,,
Indus,INDVS A,18,,,
Indus2,INDVS N,10,,,
Indutiomarus,INDVTIOMARVS N,23,,,
Ingaeuones,INGAEVONES N,1,,,
Inguiomerus,INGVIOMERVS N,7,,,
Ino,INO N,8,,,
!Inous,-INO N-,1,,,
Inous,INOVS A,3,,,
Insuber,INSVBER A,3,,,
Insubres,INSVBRES N,2,,,
Insula2,INSVLA N,7,,,
Interamna,INTERAMNA N,4,,,
Interamnanus,INTERAMNANVS A,1,,,
Interamnium,INTERAMNIVM N,1,,,
Iolaus,IOLAVS N,1,,,
Iolciacus,IOLCIACVS A,1,,,
Iolcos,IOLCVS N,3,,,
Iole,IOLE N,13,,,
Iollas,IOLLA N,5,,,
Iollas,IOLLAS N,1,,,
Ionia,IONIA N,2,,,
Ionicus,IONICVS A,2,,,
Ionis,-IONIS A,1,,,
Ionium,IONIVM N,6,,,
Ionius,IONIVS A,22,,,
Iopas,IOPAS N,1,,,
Io2,IO N,3,,,
!Io2,IO N-,8,,,
Iphias,IPHIAS N,1,,,
Iphiclus,IPHICLVS N,2,,,
Iphicrates,IPHICRATES N,1,,,
Iphigenia,IPHIGENIA N,5,,,
Iphitus,IPHITVS N,2,,,
Iros,IRVS N,4,,,
Isaeus,ISAEVS N,4,,,
Isauricus2,ISAVRICVS N,1,,,
Isaurus,ISAVRVS A,1,,,
Ischomache,ISCHOMACHE N,1,,,
Iseon,ISEVM N,1,,,
Isiacus,ISIACVS A,1,,,
Isidorus,ISIDORVS N,3,,,
Isis,ISIS N,10,,,
!Isis,ISIS N-,1,,,
Ismara,ISMARA N,3,,,
!Ismara,ISMARVS N,1,,,
Ismarius,ISMARIVS A,9,,,
Ismarus,ISMARVS N,2,,,
Ismenias,ISMENIAS N,1,,,
Ismenos,ISMENVS N,7,,,
Isocrates,ISOCRATES N,5,,,
Issos,ISSOS N,5,,,
Istaeuones,ISTAEVONES N,1,,,
Isthmia,ISTHMIA N,1,,,
Isthmius,ISTHMIVS A,1,,,
Isthmos,ISTHMVS N,15,,,
!Isthmos,ISTHMVS  ,1,,,
Italia,ITALIA N,529,,,
Italica,ITALICA N,1,,,
Italicenses,ITALICENSES N,1,,,
Italicensis,ITALICENSIS A,2,,,
Italicus,ITALICVS A,39,,,
Italicus2,ITALICVS N,6,,,
Italis,-ITALIS A,1,,,
Italus,ITALVS A,43,,,
Italus2,ITALVS N,1,,,
Ithace,ITHACA N,9,,,
Ithacensis,ITHACENSIS A,1,,,
Ithacus,ITHACVS A,8,,,
Ithacus2,ITHACVS N,8,,,
Itius,-ITIVS N,2,,,
Itonus,ITONVS N,1,,,
Ituraei,ITVRAEI N,4,,,
Ituraeus,ITVRAEVS A,1,,,
Iturium,ITVRIVS N,2,,,
Ityraeus,ITYRAEVS A,1,,,
Itys,ITYS N,1,,,
Iuba2,IVBA N,45,,,
Iudaea,IVDAEA N,19,,,
Iudaei,IVDAEI N,27,,,
Iudaeus,IVDAEVS A,4,,,
Iudaicus,IVDAICVS A,12,,,
Iugurtha,IVGVRTHA N,174,,,
Iugurthinus,IVGVRTHINVS A,6,,,
Iulia,IVLIA N,24,,,
Iulianus,IVLIANVS A,7,,,
Iulianus2,IVLIANVS N,11,,,
Iuliopolitani,IVLIOPOLITANI N,3,,,
Iulius,IVLIVS N,133,,,
Iunia,IVNIA N,7,,,
Iunianus,IVNIANVS A,6,,,
Iunius,IVNIVS N,75,,,
!Iunius,IVNIVS N-,1,,,
Iunius2,IVNIVS A,19,,,
Iuno,IVNO N,167,,,
Iunonalis,IVNONALIS A,1,,,
Iunonicola,IVNONICOLA N,1,,,
Iunonius,IVNONIVS A,8,,,
Iupiter,IVPPITER N,542,,,
!Iupiter,IVPPITER N-,2,,,
Iuppiter,IVPPITER N,243,,,
Iura,IVRA N,3,,,
Iustus2,IVSTVS N,7,,,
Iuturna,IVTVRNA N,18,,,
!Iuuenalis2,-IVVENALIS A,1,,,
!Iuuenalis2,IVVENALIA N,3,,,
Iuuenalis2,IVVENALIS N,1,,,
Iuuentius,IVVENTIVS N,7,,,
Iuuentius2,IVVENTIVS A,1,,,
Iuuerna,HIBERNIA N,1,,,
Ixion,IXION N,9,,,
Ixionides,IXIONIDES N,1,,,
Ixionius,IXIONIVS A,1,,,
Kaeso,CAESO N,1,,,
Kal,KALENDAE  -,13,,,
!Kal,KALENDAE  -,11,,,
Kalendae,KALENDAE  ,102,,,
!Kalendae,KALENDAE  ,35,,,
!Kalendae,KALENDAE  -,1,,,
Kalendarium,KALENDARIVM  ,2,,,
Kanus,CANVS N,1,,,
Karthago,CARTHAGO N,21,,,
!L,-LVCIVS N-,830,,,
!L,-NBR  -,1,,,
!L,-QVINQVAGINTA  -,29,,,
!L,-QVINQVIENS  -,1,,,
!L,-LIBRA  -,7,,,
!L,-LITTERA  -,2,,,
Labdacus,LABDACVS N,2,,,
Labeates,LABEATES N,1,,,
Labeo,LABEO N,18,,,
Laberianus,LABERIANVS A,1,,,
Laberius,-LABERIVS N,3,,,
Labicanus,LABICANVS A,1,,,
Labici,LABICI N,1,,,
Labienianus,LABIENIANVS A,1,,,
Labienus,LABIENVS N,120,,,
Labos2,LABOR N,1,,,
!Lacaena,-LACAENVS A,3,,,
Lacaena,LACAENA N,7,,,
Lacedaemon,LACEDAEMON N,6,,,
Lacedaemonius2,LACEDAEMONIVS A,10,,,
Lacetania,LACETANIA N,1,,,
Lachesis,LACHESIS N,5,,,
Laciades,LACIADES N,2,,,
Lacinius,LACINIVS A,1,,,
Laco,LACON N,12,,,
!Lacon,-LACON A,1,,,
Lacon,LACON N,1,,,
Laconicus,LACONICVS A,3,,,
Ladas,LADAS N,3,,,
Lade,LADES N,1,,,
Ladon,LADON N,2,,,
Laeca,LAECA N,7,,,
Laecanius,LAECANIVS N,2,,,
Laelia,LAELIA N,1,,,
Laelianus,LAELIANVS A,1,,,
Laelius,LAELIVS N,77,,,
Laenas,LAENAS N,6,,,
Laenius,LAENIVS N,2,,,
Laertes,LAERTES N,8,,,
Laertiades,LAERTIADES N,2,,,
Laertius,LAERTIVS N,1,,,
Laestrygonius,LAESTRYGONIVS A,2,,,
Laeuinus,LAEVINVS N,3,,,
Laeuus2,LAEVVM 1,3,,,
Lais,LAIS N,1,,,
Lalage,LALAGE N,4,,,
Lampadium,LAMPADIVM N,1,,,
Lampetie,LAMPETIE N,2,,,
Lampsaceni,LAMPSACENI N,12,,,
Lampsacenus,LAMPSACENVS A,4,,,
Lampsacos,LAMPSACVS N,2,,,
!Lampsacos,LAMPSACVS N-,8,,,
Lampsacum,LAMPSACVS N,1,,,
Lamus,LAMVS N,3,,,
Lanarius3,LANARIVS N,1,,,
Lanuuini,LANVVINI N,3,,,
Lanuuinus,LANVVINVS A,4,,,
Lanuuium,LANVVIVM N,9,,,
!Lanuuium,LANVVIVM N-,2,,,
Laocoon,LAOCOON N,3,,,
Laodamia,LAODAMIA N,7,,,
Laodice,LAODICE N,1,,,
Laodicea,LAODICEA N,1,,,
Laodicea,LAODICIA N,2,,,
Laodiceni,LAODICENI N,1,,,
Laodicia,LAODICEA N,1,,,
Laomedon,LAOMEDON N,7,,,
Laomedonteus,LAOMEDONTEVS A,2,,,
Laomedontiades,LAOMEDONTIADES N,4,,,
Laomedontius,LAOMEDONTIVS A,2,,,
Lappa2,LAPPA N,1,,,
Lara,LARA N,1,,,
Larcius,LARCIVS N,3,,,
Larentalia,LARENTALIA N,1,,,
Larentia,LARENTIA N,1,,,
lar,LAR N,42,,,
!Lares,LARES N,1,,,
Larga,LARGA N,1,,,
Largus2,LARGVS N,4,,,
!Larinates,-LARINAS A-,2,,,
Larinates,LARINATES N,9,,,
!Larine,-LARINAS A-,1,,,
Larine,LARINA N,1,,,
Larinum,LARINVM N,12,,,
!Larinum,LARINVM N-,9,,,
Larisa,LARISA N,5,,,
!Larisaeus,-LARISAEI N,1,,,
Larisaeus,LARISAEVS A,5,,,
Larius2,LARIVS N,4,,,
!Larius2,LARIVS N-,2,,,
Laronia,LARONIA N,2,,,
Lars,LARS  ,1,,,
Lartius,-LAERTIVS A,1,,,
Laterensis3,LATERENSIS N,42,,,
!Latiaris,-LATIARIS N,2,,,
Latiaris,LATIARIS A,1,,,
Latina,LATINA N,2,,,
Latine,LATINE  ,24,,,
Latiniensis,LATINIENSIS A,1,,,
Latiniensis2,LATINIENSIS N,1,,,
Latinius,LATINIVS N,3,,,
Latinus,LATINVS A,105,,,
Latinus2,LATINVS N,48,,,
Latium,LATIVM N,61,,,
!Latium,LATVM N,1,,,
Latius,LATIVS A,17,,,
Latmius,LATMIVS A,3,,,
Latobrigi,LATOBRIGI N,3,,,
Latona,LATONA N,14,,,
Latonia,LATONIA N,2,,,
Latonigena,LATONIGENA N,1,,,
Latonius,LATONIVS A,5,,,
Latous2,LATOVS N,1,,,
Laudamia,LAODAMIA N,4,,,
Lauerna,LAVERNA N,2,,,
Lauinia,LAVINIA N,13,,,
Lauinius,LAVINIVS A,2,,,
Lauinus,LAVINVS A,2,,,
!Laurentes,-LAVRENS A,5,,,
Laurentes,LAVRENTES N,6,,,
!Laurentes,LAVRENTES N-,1,,,
Laurentinum,LAVRENTINVM N,6,,,
Laurentinus,LAVRENTINVS A,3,,,
!Laurentius,LAVRENS A,1,,,
!Laurentius,LAVRENS A-,12,,,
Laurentius,LAVRENTIVS A,4,,,
Laureolus,LAVREOLVS N,1,,,
Lausus,LAVSVS N,17,,,
Leaena2,LEAENA N,1,,,
Leandrus,LEANDER N,5,,,
Learcheus,LEARCHEVS A,1,,,
Learchus,LEARCHVS N,1,,,
Lebinthos,LEBINTHVS N,1,,,
Lechaeum,LECHAEVM N,1,,,
Ledaeus,LEDAEVS A,5,,,
Lede,LEDE N,1,,,
Lemannus,LEMANNVS N,3,,,
Lemnias,LEMNIADES N,2,,,
Lemnius,LEMNIVS A,2,,,
Lemnos,LEMNVS N,6,,,
Lemonia,LEMONIA N,4,,,
Lemonum,LEMONVM N,2,,,
!Lemonum,LEMONVM N-,1,,,
Lemouices,LEMOVICES N,4,,,
Lemouii,LEMOVII N,1,,,
Lemures,LEMVRES  ,3,,,
Lemuria,LEMVRIA N,1,,,
Lenaeus,LENAEVS A,2,,,
Lenaeus2,LENAEVS N,6,,,
Lennium,LENNIVS N,1,,,
Lentinus,LENTINVS N,1,,,
Lento2,LENTO N,7,,,
Lentulus,LENTVLVS N,174,,,
Leo3,LEO N,8,,,
Leon,LEON N,1,,,
Leonidas,LEONIDAS N,4,,,
Leonides,LEONIDAS N,1,,,
Leonnatus,LEONNATVS N,19,,,
Leontini,LEONTINI N,8,,,
Leontinus,LEONTINVS A,32,,,
Lepida,LEPIDA N,13,,,
Lepidus2,LEPIDVS N,96,,,
Lepontii,LEPONTII N,1,,,
Leptis,LEPTIS N,1,,,
!Leptis,LEPTIS N-,5,,,
Leptitani,LEPIDANI N,1,,,
Leptitani,LEPTITANI N,4,,,
Lernaeus,LERNAEVS A,11,,,
Lesbia,LESBIA N,19,,,
Lesbias,LESBIADES N,1,,,
!Lesbis,-LESBIS A,1,,,
Lesbis,LESBIDES N,3,,,
Lesbium,LESBIVM N,1,,,
!Lesbius,-LESBIVS N,1,,,
Lesbius,LESBIVS A,6,,,
Lesbos,LESBOS N,9,,,
Lesbous,LESBOVS A,1,,,
Lethaeus,LETHAEVS A,21,,,
Lethe,LETHE N,6,,,
!Letus,LETVM N,1,,,
!Letus,LETVM N-,3,,,
Leuaci,LEVACI N,1,,,
Leucadia,LEVCADIA N,2,,,
Leucadius,LEVCADIVS A,6,,,
Leucas,LEVCAS N,2,,,
Leucippis,LEVCIPPIS N,1,,,
Leucippus,LEVCIPPVS N,1,,,
Leucon2,LEVCON N,1,,,
Leuconoe,LEVCONOE N,1,,,
Leucopetra,LEVCOPETRA N,1,,,
Leucophryna,LEVCOPHRYNE N,1,,,
Leucosyri,LEVCOSYRI N,1,,,
Leucothoe,LEVCOTHOE N,2,,,
Leuctricus,LEVCTRICVS A,1,,,
Lexouii,LEXOVII N,5,,,
Libas,LIBAS N,1,,,
Liber3,LIBER N,74,,,
Libera,LIBERA N,9,,,
Liberalia,LIBERALIA N,1,,,
Liberalis2,-LIBERALIS N,22,,,
Libertas2,LIBERTAS N,11,,,
Libethris,-LIBETHRIDES N,1,,,
Libitina,LIBITINA N,4,,,
Libo2,LIBO N,34,,,
!Libo2,LIBONES N,1,,,
Libui,LIBVI N,1,,,
Liburna,LIBVRNA  ,1,,,
Liburnica,LIBVRNICA N,9,,,
!Liburnica,LIBVRNICA  ,2,,,
Liburnicus,LIBVRNICVS A,3,,,
Liburnus2,LIBVRNVS A,5,,,
Libycus,LIBYCVS A,37,,,
Libye,LIBYE N,1,,,
Libys,-LIBYS A,5,,,
Libyssus,LIBYS A,1,,,
Libystinus,LIBYSTINVS A,1,,,
Libystis,-LIBYSTIS A,2,,,
Lichas,LICHAS N,31,,,
Licinia,LICINIA N,2,,,
Licinianus,LICINIANVS A,1,,,
Licinianus2,LICINIANVS N,7,,,
Licinius,LICINIVS N,46,,,
Licinius2,LICINIVS A,11,,,
Licinus2,LICINVS N,10,,,
Licymnia,LICYMNIA N,3,,,
Ligarius,-LIGARIVS N,31,,,
Ligea,LIGEA N,1,,,
Ligella,LIGELLVM  ,1,,,
Liger,LIGER N,8,,,
!Liger,LIGER N-,3,,,
Liguria,LIGVRIA N,2,,,
Ligurinus2,LIGVRINVS N,2,,,
Ligus,LIGVR A,10,,,
!Ligus,LIGVR A-,1,,,
Ligus2,LIGVR N,22,,,
Ligusticus,LIGVSTICVS A,1,,,
Lilybaeon,LILYBAEA N,1,,,
Lilybaeum,LILYBAEVM N,25,,,
Lilybeius,LILYBEIVS A,1,,,
Limnatis,LIMNATIS N,1,,,
Limone,LIMONE N,1,,,
Lingo,LINGONES N,20,,,
Lingonus,LINGONVS N,1,,,
Linos,LINVS N,9,,,
Liparaeus,LIPARAEVS A,2,,,
Lipare,LIPARE N,1,,,
Liparenses,LIPARENSES N,3,,,
Liparensis,LIPARENSIS A,1,,,
Liris,LIRIS N,1,,,
Liscus,LISCVS N,4,,,
Literninus,LITERNINVS A,1,,,
Liuia,LIVIA N,34,,,
Liuineius,LIVINEIVS N,4,,,
Liuius,LIVIVS N,16,,,
Liuius2,LIVIVS A,3,,,
Locrenses,LOCRENSES N,4,,,
Locri,LOCRI N,3,,,
Locris,LOCRIS N,1,,,
Locusta,LOCVSTA N,2,,,
Lollia,LOLLIA N,5,,,
Lollianus,LOLLIANVS A,1,,,
Lollius,LOLLIVS N,21,,,
!Lollius,LOLLVS N,1,,,
Londinium,LONDINIVM N,1,,,
Longarenus,LONGARENVS N,1,,,
Longinus,LONGINVS N,18,,,
Longus2,LONGVS N,5,,,
Lotis,LOTIS N,2,,,
Lotophagi,LOTOPHAGI N,1,,,
Lucagus,LVCAGVS N,4,,,
!Lucania,-LVCANIVS A,1,,,
Lucania,LVCANIA N,4,,,
!Lucanus,-LVCANIVS N,1,,,
Lucanus,LVCANVS A,10,,,
Lucanus3,LVCANVS N,13,,,
!Lucanus3,LVCANVS N-,1,,,
Luceres,LVCERES N,2,,,
Luceria,LVCERIA N,4,,,
Lucetius,LVCETIVS N,1,,,
Lucifer2,LVCIFER N,26,,,
Lucilianus,LVCILIANVS A,1,,,
Lucilius,LVCILIVS N,119,,,
Lucina,LVCINA N,20,,,
Lucius,LVCIVS N,34,,,
Lucretia,LVCRETIA N,6,,,
Lucretilis,LVCRETILIS N,1,,,
Lucretius,LVCRETIVS N,14,,,
Lucrinus,LVCRINVS A,7,,,
Lucrinus2,LVCRINVS N,2,,,
Lucterius,LVCTERIVS N,13,,,
Lucullianus,LVCVLLIANVS A,2,,,
Lucullus,LVCVLLVS N,76,,,
Lucus2,LVCVS N,1,,,
Lucusta2,LOCVSTA N,1,,,
Ludius,-LVDIVS  ,4,,,
!Lugdunensis,-LVGDVNENSES N,5,,,
Lugdunensis,LVGDVNENSIS A,4,,,
Lugdunum,LVGDVNVM N,5,,,
